# freq_w_over_2pi_THz  G_native_run01_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_run02_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_run03_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_run04_eV_ps^-1_THz^-1_A^-2_K^-1
4.2080566953e+01 -1.9864211050e-10 6.8922548309e-10 8.8849996616e-10 1.3018030892e-09
4.2093299349e+01 -1.9594568850e-10 6.9526705089e-10 9.0307303350e-10 1.3079414416e-09
4.2106031744e+01 -1.9268101336e-10 7.0068475184e-10 9.1869147598e-10 1.3125495238e-09
4.2118764140e+01 -1.8893223239e-10 7.0542973921e-10 9.3529731059e-10 1.3157102398e-09
4.2131496535e+01 -1.8478357915e-10 7.0945830804e-10 9.5281406694e-10 1.3175056302e-09
4.2144228931e+01 -1.8031489016e-10 7.1272675337e-10 9.7115014867e-10 1.3180246440e-09
4.2156961326e+01 -1.7559936323e-10 7.1520165377e-10 9.9019799306e-10 1.3173588210e-09
4.2169693722e+01 -1.7070769594e-10 7.1685044476e-10 1.0098323904e-09 1.3156014283e-09
4.2182426117e+01 -1.6570105373e-10 7.1764998841e-10 1.0299172066e-09 1.3128457330e-09
4.2195158513e+01 -1.6063350126e-10 7.1758057466e-10 1.0502995009e-09 1.3091867291e-09
4.2207890908e+01 -1.5555160581e-10 7.1662849213e-10 1.0708154083e-09 1.3047168203e-09
4.2220623303e+01 -1.5049233358e-10 7.1478945602e-10 1.0912892990e-09 1.2995275463e-09
4.2233355699e+01 -1.4548392911e-10 7.1206260939e-10 1.1115337786e-09 1.2937061291e-09
4.2246088094e+01 -1.4054363569e-10 7.0845480791e-10 1.1313538897e-09 1.2873406542e-09
4.2258820490e+01 -1.3568248904e-10 7.0397719205e-10 1.1505597168e-09 1.2805105713e-09
4.2271552885e+01 -1.3089704051e-10 6.9864947190e-10 1.1689336136e-09 1.2732936030e-09
4.2284285281e+01 -1.2617840980e-10 6.9249478538e-10 1.1862663368e-09 1.2657622902e-09
4.2297017676e+01 -1.2150685330e-10 6.8554312609e-10 1.2023704922e-09 1.2579839925e-09
4.2309750072e+01 -1.1685435066e-10 6.7782791546e-10 1.2170166686e-09 1.2500208879e-09
4.2322482467e+01 -1.1218520823e-10 6.6938771669e-10 1.2300157909e-09 1.2419282457e-09
4.2335214862e+01 -1.0745666261e-10 6.6026452082e-10 1.2411644983e-09 1.2337578811e-09
4.2347947258e+01 -1.0261974282e-10 6.5050546065e-10 1.2502930435e-09 1.2255529731e-09
4.2360679653e+01 -9.7620822157e-11 6.4015852595e-10 1.2572081497e-09 1.2173515194e-09
4.2373412049e+01 -9.2402135561e-11 6.2927513430e-10 1.2617467921e-09 1.2091863362e-09
4.2386144444e+01 -8.6903676323e-11 6.1791013114e-10 1.2637661140e-09 1.2010833311e-09
4.2398876840e+01 -8.1064058275e-11 6.0611579104e-10 1.2631232587e-09 1.1930623664e-09
4.2411609235e+01 -7.4822153894e-11 5.9395124424e-10 1.2597215878e-09 1.1851363959e-09
4.2424341631e+01 -6.8118473776e-11 5.8147219312e-10 1.2534501773e-09 1.1773149190e-09
4.2437074026e+01 -6.0896546092e-11 5.6873691097e-10 1.2442384390e-09 1.1695987993e-09
4.2449806421e+01 -5.3104296059e-11 5.5580195714e-10 1.2320384741e-09 1.1619854461e-09
4.2462538817e+01 -4.4695080533e-11 5.4272389101e-10 1.2168116272e-09 1.1544653599e-09
4.2475271212e+01 -3.5629670992e-11 5.2956098583e-10 1.1985671418e-09 1.1470221326e-09
4.2488003608e+01 -2.5876770837e-11 5.1636894401e-10 1.1773033374e-09 1.1396384926e-09
4.2500736003e+01 -1.5414394852e-11 5.0320175404e-10 1.1530823986e-09 1.1322868052e-09
4.2513468399e+01 -4.2306451553e-12 4.9011340438e-10 1.1259606279e-09 1.1249394358e-09
4.2526200794e+01 7.6753404179e-12 4.7715788352e-10 1.0960313022e-09 1.1175592501e-09
4.2538933190e+01 2.0293129668e-11 4.6438403817e-10 1.0634036649e-09 1.1101082506e-09
4.2551665585e+01 3.3599875213e-11 4.5184328593e-10 1.0282163711e-09 1.1025432581e-09
4.2564397980e+01 4.7560831792e-11 4.3958447353e-10 9.9062320192e-10 1.0948150482e-09
4.2577130376e+01 6.2128925180e-11 4.2765387679e-10 9.5080146769e-10 1.0868752604e-09
4.2589862771e+01 7.7245010836e-11 4.1609520068e-10 9.0894192419e-10 1.0786677616e-09
4.2602595167e+01 9.2836753091e-11 4.0495386408e-10 8.6525549518e-10 1.0701355554e-09
4.2615327562e+01 1.0882353949e-10 3.9427100107e-10 8.1996570945e-10 1.0612207816e-09
4.2628059958e+01 1.2511173888e-10 3.8408688875e-10 7.7330702008e-10 1.0518595351e-09
4.2640792353e+01 1.4159920191e-10 3.7444094730e-10 7.2552480454e-10 1.0419922287e-09
4.2653524749e+01 1.5817452821e-10 3.6536916904e-10 6.7687200326e-10 1.0315549570e-09
4.2666257144e+01 1.7471986841e-10 3.5690668931e-10 6.2760491803e-10 1.0204838149e-09
4.2678989540e+01 1.9111209666e-10 3.4908692956e-10 5.7798321198e-10 1.0087166245e-09
4.2691721935e+01 2.0722137261e-10 3.4193988339e-10 5.2826570788e-10 9.9619293473e-10
4.2704454330e+01 2.2291675403e-10 3.3549554440e-10 4.7870954786e-10 9.8285229491e-10
4.2717186726e+01 2.3806753322e-10 3.2977876442e-10 4.2956599169e-10 9.6864029921e-10
4.2729919121e+01 2.5254201270e-10 3.2481439530e-10 3.8108041682e-10 9.5350340544e-10
4.2742651517e+01 2.6621052281e-10 3.2062386104e-10 3.3348643603e-10 9.3739498010e-10
4.2755383912e+01 2.7894884277e-10 3.1722515779e-10 2.8700673775e-10 9.2027270758e-10
4.2768116308e+01 2.9063842485e-10 3.1463456779e-10 2.4185022894e-10 9.0210031738e-10
4.2780848703e+01 3.0116744621e-10 3.1286408849e-10 1.9821077459e-10 8.8284931123e-10
4.2793581099e+01 3.1043322297e-10 3.1192057556e-10 1.5626400445e-10 8.6249723596e-10
4.2806313494e+01 3.1834540020e-10 3.1181088468e-10 1.1616832142e-10 8.4103200140e-10
4.2819045889e+01 3.2482396895e-10 3.1253587282e-10 7.8061792343e-11 8.1845101679e-10
4.2831778285e+01 3.2980193899e-10 3.1409125517e-10 4.2062231993e-11 7.9475946365e-10
4.2844510680e+01 3.3322568364e-10 3.1647188997e-10 8.2664048017e-12 7.6997461364e-10
4.2857243076e+01 3.3505864708e-10 3.1966492283e-10 -2.3250554993e-11 7.4412237426e-10
4.2869975471e+01 3.3527824058e-10 3.2365407150e-10 -5.2434807209e-11 7.1724074321e-10
4.2882707867e+01 3.3387644601e-10 3.2841962591e-10 -7.9254057822e-11 6.8937894474e-10
4.2895440262e+01 3.3086395422e-10 3.3393759117e-10 -1.0369684468e-10 6.6059570255e-10
4.2908172658e+01 3.2626447474e-10 3.4017625977e-10 -1.2577173919e-10 6.3096183049e-10
4.2920905053e+01 3.2012068478e-10 3.4710221026e-10 -1.4550806899e-10 6.0055850541e-10
4.2933637448e+01 3.1248595234e-10 3.5467687946e-10 -1.6295230455e-10 5.6947640361e-10
4.2946369844e+01 3.0343269933e-10 3.6285741936e-10 -1.7816705071e-10 5.3781829154e-10
4.2959102239e+01 2.9304360740e-10 3.7159841108e-10 -1.9123163499e-10 5.0569038997e-10
4.2971834635e+01 2.8141584257e-10 3.8084672310e-10 -2.0224093107e-10 4.7321273703e-10
4.2984567030e+01 2.6865596848e-10 3.9055093782e-10 -2.1129872015e-10 4.4050882518e-10
4.2997299426e+01 2.5488279150e-10 4.0065106806e-10 -2.1852054812e-10 4.0770974642e-10
4.3010031821e+01 2.4021994615e-10 4.1108969748e-10 -2.2403103648e-10 3.7494909713e-10
4.3022764217e+01 2.2480270615e-10 4.2180426802e-10 -2.2796001678e-10 3.4236738236e-10
4.3035496612e+01 2.0876643146e-10 4.3272965071e-10 -2.3044202645e-10 3.1010382044e-10
4.3048229007e+01 1.9225337936e-10 4.4380157355e-10 -2.3161496425e-10 2.7829837236e-10
4.3060961403e+01 1.7540580712e-10 4.5495405063e-10 -2.3161622475e-10 2.4709200088e-10
4.3073693798e+01 1.5836545472e-10 4.6612280995e-10 -2.3058194201e-10 2.1662097085e-10
4.3086426194e+01 1.4127397592e-10 4.7723929471e-10 -2.2864472069e-10 1.8701818780e-10
4.3099158589e+01 1.2426750661e-10 4.8824180380e-10 -2.2593212345e-10 1.5841059851e-10
4.3111890985e+01 1.0747864783e-10 4.9906692217e-10 -2.2256591464e-10 1.3091755026e-10
4.3124623380e+01 9.1033422273e-11 5.0965294871e-10 -2.1865995949e-10 1.0464992716e-10
4.3137355776e+01 7.5048472287e-11 5.1994246710e-10 -2.1431910642e-10 7.9709632094e-11
4.3150088171e+01 5.9632525537e-11 5.2988148886e-10 -2.0963717031e-10 5.6185614171e-11
4.3162820567e+01 4.4885360416e-11 5.3941945335e-10 -2.0469697443e-10 3.4154732336e-11
4.3175552962e+01 3.0892676153e-11 5.4850922778e-10 -1.9957068665e-10 1.3682618941e-11
4.3188285357e+01 1.7731464111e-11 5.5710967806e-10 -1.9431818074e-10 -5.1832289122e-12
4.3201017753e+01 5.4644037078e-12 5.6518309796e-10 -1.8898659943e-10 -2.2406540712e-11
4.3213750148e+01 -5.8558267566e-12 5.7269777996e-10 -1.8360997624e-10 -3.7966590453e-11
4.3226482544e+01 -1.6192326607e-11 5.7962801526e-10 -1.7821192453e-10 -5.1861650965e-11
4.3239214939e+01 -2.5518368720e-11 5.8595409377e-10 -1.7280269639e-10 -6.4101221671e-11
4.3251947335e+01 -3.3821020614e-11 5.9165973327e-10 -1.6738321617e-10 -7.4712937244e-11
4.3264679730e+01 -4.1096833629e-11 5.9673550719e-10 -1.6194037468e-10 -8.3736522533e-11
4.3277412126e+01 -4.7357015914e-11 6.0118055856e-10 -1.5645501230e-10 -9.1229837640e-11
4.3290144521e+01 -5.2620535106e-11 6.0499488740e-10 -1.5089788543e-10 -9.7260242087e-11
4.3302876916e+01 -5.6917566990e-11 6.0818706330e-10 -1.4523319583e-10 -1.0191150349e-10
4.3315609312e+01 -6.0287771170e-11 6.1076822673e-10 -1.3941640584e-10 -1.0527688887e-10
4.3328341707e+01 -6.2777187274e-11 6.1275894475e-10 -1.3340045675e-10 -1.0746037371e-10
4.3341074103e+01 -6.4437890085e-11 6.1417635654e-10 -1.2713408821e-10 -1.0857353300e-10
4.3353806498e+01 -6.5328679279e-11 6.1504959876e-10 -1.2056519954e-10 -1.0873649123e-10
4.3366538894e+01 -6.5511544541e-11 6.1540609410e-10 -1.1363664803e-10 -1.0807472710e-10
4.3379271289e+01 -6.5052700165e-11 6.1527669315e-10 -1.0629885401e-10 -1.0671734636e-10
4.3392003685e+01 -6.4018791530e-11 6.1469738821e-10 -9.8498876434e-11 -1.0479483649e-10
4.3404736080e+01 -6.2478188346e-11 6.1370245768e-10 -9.0189656629e-11 -1.0243915308e-10
4.3417468475e+01 -6.0498225721e-11 6.1233046476e-10 -8.1327497238e-11 -9.9779920028e-11
4.3430200871e+01 -5.8143566054e-11 6.1061654482e-10 -7.1876263911e-11 -9.6943911406e-11
4.3442933266e+01 -5.5477061197e-11 6.0860011800e-10 -6.1805704633e-11 -9.4051571224e-11
4.3455665662e+01 -5.2559752452e-11 6.0631546272e-10 -5.1093970728e-11 -9.1219466001e-11
4.3468398057e+01 -4.9446214883e-11 6.0379942824e-10 -3.9727616857e-11 -8.8552253434e-11
4.3481130453e+01 -4.6187316244e-11 6.0108543601e-10 -2.7702441351e-11 -8.6148857029e-11
4.3493862848e+01 -4.2827199398e-11 5.9820347962e-10 -1.5024326546e-11 -8.4095341529e-11
4.3506595244e+01 -3.9406472331e-11 5.9518098180e-10 -1.7092387826e-12 -8.2466363739e-11
4.3519327639e+01 -3.5958155974e-11 5.9204622222e-10 1.2215931260e-11 -8.1324360754e-11
4.3532060034e+01 -3.2509580967e-11 5.8881805400e-10 2.6714208899e-11 -8.0717865975e-11
4.3544792430e+01 -2.9082042794e-11 5.8551533027e-10 4.1739375778e-11 -8.0681940896e-11
4.3557524825e+01 -2.5690456915e-11 5.8215090542e-10 5.7234289206e-11 -8.1237397883e-11
4.3570257221e+01 -2.2344565796e-11 5.7873420601e-10 7.3131722486e-11 -8.2391145605e-11
4.3582989616e+01 -1.9048421616e-11 5.7527208772e-10 8.9356045581e-11 -8.4135843601e-11
4.3595722012e+01 -1.5800903558e-11 5.7176197967e-10 1.0582574612e-10 -8.6450506789e-11
4.3608454407e+01 -1.2596924849e-11 5.6820216794e-10 1.2244863950e-10 -8.9301282690e-11
4.3621186803e+01 -9.4271741026e-12 5.6458493990e-10 1.3912775120e-10 -9.2641969582e-11
4.3633919198e+01 -6.2794085714e-12 5.6089744114e-10 1.5576114875e-10 -9.6414793719e-11
4.3646651594e+01 -3.1385403625e-12 5.5712596030e-10 1.7224236187e-10 -1.0055179107e-10
4.3659383989e+01 1.2104800893e-14 5.5324993035e-10 1.8846218077e-10 -1.0497592998e-10
4.3672116384e+01 3.1903737407e-12 5.4924707032e-10 2.0430979067e-10 -1.0960266560e-10
4.3684848780e+01 6.4145529830e-12 5.4509338533e-10 2.1967365405e-10 -1.1433950814e-10
4.3697581175e+01 9.7026497125e-12 5.4076230963e-10 2.3444377965e-10 -1.1909327692e-10
4.3710313571e+01 1.3071779635e-11 5.3622384961e-10 2.4851138626e-10 -1.2376224178e-10
4.3723045966e+01 1.6537494487e-11 5.3144972561e-10 2.6177176829e-10 -1.2824717697e-10
4.3735778362e+01 2.0113385445e-11 5.2640823009e-10 2.7412450588e-10 -1.3244825223e-10
4.3748510757e+01 2.3810531330e-11 5.2106851250e-10 2.8547649005e-10 -1.3626416919e-10
4.3761243153e+01 2.7637036499e-11 5.1539972228e-10 2.9573864541e-10 -1.3960200626e-10
4.3773975548e+01 3.1597867021e-11 5.0937443672e-10 3.0483189658e-10 -1.4236944634e-10
4.3786707943e+01 3.5694428228e-11 5.0296180525e-10 3.1268565551e-10 -1.4448064922e-10
4.3799440339e+01 3.9924702653e-11 4.9613697603e-10 3.1923773751e-10 -1.4585996499e-10
4.3812172734e+01 4.4282663759e-11 4.8887681114e-10 3.2443688222e-10 -1.4643606162e-10
4.3824905130e+01 4.8759163973e-11 4.8115988659e-10 3.2824359396e-10 -1.4615176989e-10
4.3837637525e+01 5.3340986300e-11 4.7296820621e-10 3.3062678039e-10 -1.4495587929e-10
4.3850369921e+01 5.8012137575e-11 4.6428805865e-10 3.3156879449e-10 -1.4281203294e-10
4.3863102316e+01 6.2753064750e-11 4.5511001735e-10 3.3106459425e-10 -1.3969285525e-10
4.3875834712e+01 6.7541780024e-11 4.4542894054e-10 3.2911754103e-10 -1.3558418344e-10
4.3888567107e+01 7.2353757380e-11 4.3524225735e-10 3.2574612215e-10 -1.3048351313e-10
4.3901299502e+01 7.7162734401e-11 4.2455339561e-10 3.2097722830e-10 -1.2440163909e-10
4.3914031898e+01 8.1940406200e-11 4.1337092493e-10 3.1484951483e-10 -1.1736023730e-10
4.3926764293e+01 8.6659071405e-11 4.0170855667e-10 3.0741340176e-10 -1.0939316022e-10
4.3939496689e+01 9.1287924850e-11 3.8958257306e-10 2.9872771245e-10 -1.0054548691e-10
4.3952229084e+01 9.5797946051e-11 3.7701525506e-10 2.8885967360e-10 -9.0872659453e-11
4.3964961480e+01 1.0016093358e-10 3.6403316844e-10 2.7788659591e-10 -8.0440137481e-11
4.3977693875e+01 1.0434812560e-10 3.5066802071e-10 2.6589293291e-10 -6.9322361904e-11
4.3990426271e+01 1.0833408825e-10 3.3695580419e-10 2.5296767596e-10 -5.7601390437e-11
4.4003158666e+01 1.1209338763e-10 3.2293336816e-10 2.3920939620e-10 -4.5366336274e-11
4.4015891061e+01 1.1560412475e-10 3.0864527454e-10 2.2471666476e-10 -3.2711943175e-11
4.4028623457e+01 1.1884724577e-10 2.9413694221e-10 2.0959469144e-10 -1.9737376447e-11
4.4041355852e+01 1.2180430033e-10 2.7945550396e-10 1.9395045071e-10 -6.5451866459e-12
4.4054088248e+01 1.2446226975e-10 2.6465323436e-10 1.7789066495e-10 6.7603053266e-12
4.4066820643e+01 1.2681098048e-10 2.4978412188e-10 1.6152551033e-10 2.0073914985e-11
4.4079553039e+01 1.2884189707e-10 2.3490129804e-10 1.4496088569e-10 3.3291062353e-11
4.4092285434e+01 1.3055191574e-10 2.2005960827e-10 1.2830265628e-10 4.6308721904e-11
4.4105017830e+01 1.3194072610e-10 2.0531732587e-10 1.1165463692e-10 5.9026804295e-11
4.4117750225e+01 1.3300997489e-10 1.9072929626e-10 9.5115524818e-11 7.1349054496e-11
4.4130482621e+01 1.3376573176e-10 1.7635130754e-10 7.8781286072e-11 8.3184053545e-11
4.4143215016e+01 1.3421692873e-10 1.6223966198e-10 6.2740912028e-11 9.4446703912e-11
4.4155947411e+01 1.3437354881e-10 1.4844843375e-10 4.7078267990e-11 1.0505681322e-10
4.4168679807e+01 1.3425013071e-10 1.3502989741e-10 3.1871757093e-11 1.1494375760e-10
4.4181412202e+01 1.3386141486e-10 1.2203324247e-10 1.7190874938e-11 1.2404290646e-10
4.4194144598e+01 1.3322495581e-10 1.0950834399e-10 3.0987305855e-12 1.3229885226e-10
4.4206876993e+01 1.3236030747e-10 9.7500458038e-11 -1.0348709738e-11 1.3966452971e-10
4.4219609389e+01 1.3128535977e-10 8.6050178797e-11 -2.3103715079e-11 1.4610194112e-10
4.4232341784e+01 1.3002108056e-10 7.5198408971e-11 -3.5127125884e-11 1.5158181101e-10
4.4245074180e+01 1.2858859291e-10 6.4979675476e-11 -4.6387849807e-11 1.5608324065e-10
4.4257806575e+01 1.2700755417e-10 5.5424828871e-11 -5.6861937336e-11 1.5959474438e-10
4.4270538970e+01 1.2529796659e-10 4.6562491621e-11 -6.6533254064e-11 1.6211424960e-10
4.4283271366e+01 1.2347940131e-10 3.8416058731e-11 -7.5393144554e-11 1.6364676510e-10
4.4296003761e+01 1.2157039489e-10 3.1003869146e-11 -8.3441356706e-11 1.6420498556e-10
4.4308736157e+01 1.1958741468e-10 2.4341519536e-11 -9.0683184622e-11 1.6381024148e-10
4.4321468552e+01 1.1754675562e-10 1.8439207726e-11 -9.7130199697e-11 1.6248921761e-10
4.4334200948e+01 1.1546247099e-10 1.3302589652e-11 -1.0279974978e-10 1.6027628458e-10
4.4346933343e+01 1.1334723463e-10 8.9346646723e-12 -1.0771534573e-10 1.5721116722e-10
4.4359665739e+01 1.1121208225e-10 5.3294340684e-12 -1.1190421604e-10 1.5333868553e-10
4.4372398134e+01 1.0906632524e-10 2.4834700000e-12 -1.1539832364e-10 1.4870650933e-10
4.4385130529e+01 1.0691746443e-10 3.8477502761e-13 -1.1823218104e-10 1.4336800808e-10
4.4397862925e+01 1.0477162120e-10 -9.8293308835e-13 -1.2044368728e-10 1.3737767391e-10
4.4410595320e+01 1.0263362368e-10 -1.6376505073e-12 -1.2207284226e-10 1.3079414416e-10
4.4423327716e+01 1.0050657565e-10 -1.6008012285e-12 -1.2316031813e-10 1.2367666064e-10
4.4436060111e+01 9.8392891188e-11 -9.0066493100e-13 -1.2374880383e-10 1.1608368798e-10
4.4448792507e+01 9.6293915264e-11 4.3619262596e-13 -1.2388031606e-10 1.0807826779e-10
4.4461524902e+01 9.4209640984e-11 2.3763500035e-12 -1.2359703956e-10 9.9718173798e-11
4.4474257298e+01 9.2141502989e-11 4.8846718427e-12 -1.2294031876e-10 9.1064547734e-11
4.4486989693e+01 9.0089635778e-11 7.9251658248e-12 -1.2195006951e-10 8.2175292878e-11
4.4499722088e+01 8.8052511593e-11 1.1460125711e-11 -1.2066486312e-10 7.3107189853e-11
4.4512454484e+01 8.6032113416e-11 1.5445846543e-11 -1.1912100201e-10 6.3914927684e-11
4.4525186879e+01 8.4029734493e-11 1.9841194241e-11 -1.1735251970e-10 5.4650982892e-11
4.4537919275e+01 8.2046926723e-11 2.4604177768e-11 -1.1539126484e-10 4.5365308609e-11
4.4550651670e+01 8.0086190385e-11 2.9687664324e-11 -1.1326572473e-10 3.6105222309e-11
4.4563384066e+01 7.8151836305e-11 3.5049662871e-11 -1.1100220183e-10 2.6914706306e-11
4.4576116461e+01 7.6250503156e-11 4.0645611491e-11 -1.0862372127e-10 1.7835506231e-11
4.4588848857e+01 7.4388657178e-11 4.6428377385e-11 -1.0615045107e-10 8.9057924825e-12
4.4601581252e+01 7.2574316509e-11 5.2355112554e-11 -1.0359987017e-10 1.6088562918e-13
4.4614313648e+01 7.0818085781e-11 5.8382112040e-11 -1.0098660037e-10 -8.3667435843e-12
4.4627046043e+01 6.9131949093e-11 6.4467384804e-11 -9.8322574420e-11 -1.6647646956e-11
4.4639778438e+01 6.7529528655e-11 7.0568082848e-11 -9.5617372115e-11 -2.4655398828e-11
4.4652510834e+01 6.6025222630e-11 7.6647356892e-11 -9.2878388394e-11 -3.2365689321e-11
4.4665243229e+01 6.4634291342e-11 8.2664929818e-11 -9.0110833327e-11 -3.9757092924e-11
4.4677975625e+01 6.3375702429e-11 8.8586608924e-11 -8.7318320348e-11 -4.6810647933e-11
4.4690708020e+01 6.2267044062e-11 9.4378372897e-11 -8.4502866259e-11 -5.3509385792e-11
4.4703440416e+01 6.1327025229e-11 1.0000877131e-10 -8.1665395426e-11 -5.9838270647e-11
4.4716172811e+01 6.0575389516e-11 1.0545038144e-10 -7.8805823817e-11 -6.5784346154e-11
4.4728905207e+01 6.0031449424e-11 1.1067578056e-10 -7.5923395130e-11 -7.1335893482e-11
4.4741637602e+01 5.9714689891e-11 1.1566200216e-10 -7.3017016933e-11 -7.6483283674e-11
4.4754369997e+01 5.9643992336e-11 1.2039053590e-10 -7.0085260657e-11 -8.1217708176e-11
4.4767102393e+01 5.9838669262e-11 1.2484295713e-10 -6.7126924626e-11 -8.5531567454e-11
4.4779834788e+01 6.0313205046e-11 1.2900452615e-10 -6.4141059262e-11 -8.9418557347e-11
4.4792567184e+01 6.1085101644e-11 1.3286401678e-10 -6.1126967089e-11 -9.2873150918e-11
4.4805299579e+01 6.2167205320e-11 1.3641303081e-10 -5.8084706929e-11 -9.5890512101e-11
4.4818031975e+01 6.3570206922e-11 1.3964651218e-10 -5.5014799790e-11 -9.8466668410e-11
4.4830764370e+01 6.5304107568e-11 1.4256060456e-10 -5.1918842306e-11 -1.0059842459e-10
4.4843496766e+01 6.7372442137e-11 1.4515470809e-10 -4.8798935311e-11 -1.0228310352e-10
4.4856229161e+01 6.9779952536e-11 1.4743259340e-10 -4.5658188039e-11 -1.0351871897e-10
4.4868961556e+01 7.2525259303e-11 1.4939794540e-10 -4.2500297960e-11 -1.0430380284e-10
4.4881693952e+01 7.5603361878e-11 1.5105779117e-10 -3.9329886908e-11 -1.0463766427e-10
4.4894426347e+01 7.9008742402e-11 1.5242130018e-10 -3.6152333020e-11 -1.0452038962e-10
4.4907158743e+01 8.2726916500e-11 1.5349934726e-10 -3.2973266531e-11 -1.0395241067e-10
4.4919891138e+01 8.6744520608e-11 1.5430394697e-10 -2.9799326078e-11 -1.0293528187e-10
4.4932623534e+01 9.1042173251e-11 1.5484948512e-10 -2.6636141896e-11 -1.0147124856e-10
4.4945355929e+01 9.5594854391e-11 1.5515203741e-10 -2.3491781190e-11 -9.9563678688e-11
4.4958088325e+01 1.0037718188e-10 1.5522748417e-10 -2.0372798562e-11 -9.7216717473e-11
4.4970820720e+01 1.0535929894e-10 1.5509312998e-10 -1.7285580548e-11 -9.4435805486e-11
4.4983553115e+01 1.1050527914e-10 1.5476774228e-10 -1.4236597719e-11 -9.1227505964e-11
4.4996285511e+01 1.1577957539e-10 1.5426959145e-10 -1.1232236610e-11 -8.7599504801e-11
4.5009017906e+01 1.2114224359e-10 1.5361735921e-10 -8.2783795572e-12 -8.3561042341e-11
4.5021750302e+01 1.2654983061e-10 1.5283075566e-10 -5.3799004967e-12 -7.9122740663e-11
4.5034482697e+01 1.3195940060e-10 1.5192726276e-10 -2.5414212637e-12 -7.4296776296e-11
4.5047215093e+01 1.3732258610e-10 1.5092796173e-10 2.3445310735e-13 -6.9096707503e-11
4.5059947488e+01 1.4259360613e-10 1.4985042026e-10 2.9436890145e-12 -6.3537733356e-11
4.5072679884e+01 1.4772219646e-10 1.4871237742e-10 5.5867906581e-12 -5.7636693735e-11
4.5085412279e+01 1.5266102419e-10 1.4753165797e-10 8.1601446030e-12 -5.1412242047e-11
4.5098144675e+01 1.5736077349e-10 1.4632582959e-10 1.0665683617e-11 -4.4884499791e-11
4.5110877070e+01 1.6177255958e-10 1.4511168870e-10 1.3103323666e-11 -3.8075056556e-11
4.5123609465e+01 1.6585068769e-10 1.4390311805e-10 1.5475081552e-11 -3.1007488176e-11
4.5136341861e+01 1.6954894577e-10 1.4271580001e-10 1.7783730376e-11 -2.3706406784e-11
4.5149074256e+01 1.7282534636e-10 1.4156250328e-10 2.0030110471e-11 -1.6198341668e-11
4.5161806652e+01 1.7563954014e-10 1.4045771049e-10 2.2219347874e-11 -8.5107893328e-12
4.5174539047e+01 1.7795454020e-10 1.3941213362e-10 2.4354467785e-11 -6.7282663742e-13
4.5187271443e+01 1.7973577372e-10 1.3843725596e-10 2.6439167673e-11 7.2855196152e-12
4.5200003838e+01 1.8095522033e-10 1.3754258975e-10 2.8476388705e-11 1.5333117235e-11
4.5212736234e+01 1.8158692885e-10 1.3673739016e-10 3.0471088852e-11 2.3438056808e-11
4.5225468629e+01 1.8161219029e-10 1.3603005540e-10 3.2424612647e-11 3.1567772595e-11
4.5238201024e+01 1.8101427865e-10 1.3542615570e-10 3.4340993691e-11 3.9689085713e-11
4.5250933420e+01 1.7978491714e-10 1.3493271815e-10 3.6221912652e-11 4.7768575477e-11
4.5263665815e+01 1.7791850169e-10 1.3455428463e-10 3.8068461964e-11 5.5772657118e-11
4.5276398211e+01 1.7541761879e-10 1.3429591120e-10 3.9881397928e-11 6.3667840865e-11
4.5289130606e+01 1.7228882089e-10 1.3415845482e-10 4.1660048275e-11 7.1421008284e-11
4.5301863002e+01 1.6854417832e-10 1.3414585750e-10 4.3402984440e-11 7.8999443374e-11
4.5314595397e+01 1.6420352087e-10 1.3425709091e-10 4.5107769454e-11 8.6371408574e-11
4.5327327793e+01 1.5928952350e-10 1.3449309769e-10 4.6770453749e-11 9.3505060964e-11
4.5340060188e+01 1.5383149981e-10 1.3485216391e-10 4.8386583555e-11 1.0037104302e-10
4.5352792583e+01 1.4786462616e-10 1.3533171871e-10 4.9950528638e-11 1.0694006457e-10
4.5365524979e+01 1.4142813107e-10 1.3592816286e-10 5.1455482294e-11 1.1318671900e-10
4.5378257374e+01 1.3456512281e-10 1.3663635458e-10 5.2894074796e-11 1.1908325071e-10
4.5390989770e+01 1.2732414127e-10 1.3745055225e-10 5.4257995244e-11 1.2460717200e-10
4.5403722165e+01 1.1975622665e-10 1.3836321462e-10 5.5538596603e-11 1.2973685872e-10
4.5416454561e+01 1.1191638509e-10 1.3936637196e-10 5.6726534364e-11 1.3445288890e-10
4.5429186956e+01 1.0386177816e-10 1.4044905519e-10 5.7812405191e-11 1.3873842263e-10
4.5441919352e+01 9.5652240114e-11 1.4160098078e-10 5.8786637684e-11 1.4257826086e-10
4.5454651747e+01 8.7348553621e-11 1.4280929435e-10 5.9640080608e-11 1.4595927710e-10
4.5467384142e+01 7.9012967012e-11 1.4406122717e-10 6.0363439873e-11 1.4887292189e-10
4.5480116538e+01 7.0707469972e-11 1.4534195385e-10 6.0948732307e-11 1.5131185477e-10
4.5492848933e+01 6.2494655703e-11 1.4663502075e-10 6.1387974742e-11 1.5327123965e-10
4.5505581329e+01 5.4435479291e-11 1.4792380285e-10 6.1674696606e-11 1.5474943574e-10
4.5518313724e+01 4.6589861225e-11 1.4918978982e-10 6.1803351699e-11 1.5574747933e-10
